,product,Chemical,Amount
0,Ito En Oi Ocha Unsweetened Green Tea,DEHP,0.4306237725909149
1,Whole Foods Non-Organic Broccoli,DEHP,-0.6489414569029364
2,Whole Foods Organic Broccoli,DEHP,-0.7395583205401245
3,Clover Organic Whole Milk in Whole Gallon Jug,DEHP,-0.20614337729202825
4,Clover Organic Whole Milk in Half Gallon Carton,DEHP,-0.20614337729202825
5,Straus Organic Whole Milk in Glass,DEHP,-0.20614337729202825
6,Gerber Baby Food Banana in Glass,DEHP,-0.5353030116930573
7,Gerber Baby Food Organic Carrot in Glass,DEHP,-0.6401246809814802
8,Gerber Baby Food Carrot Puree in Plastic,DEHP,-0.5353030116930573
9,Happy Baby Baby Food Organic Carrot in Glass,DEHP,-0.20859248171465497
10,Almond Breeze Original Almond Milk Unsweetened in Carton,DEHP,1.6747688192852808
11,Oatly Oatmilk Full Fat Chilled in Carton,DEHP,-0.20614337729202825
14,Driscoll's Non-Organic Strawberries,DEHP,-0.46966701316666165
15,Good Farms Organic Strawberries,DEHP,-0.4490945360165973
16,Chobani Greek Yogurt Nonfat Plain,DEHP,-0.007765919059265201
17,Straus Organic Whole Milk Plain Greek Yogurt,DEHP,0.0005610359776655942
18,Straus Organic Whole Milk European Style Plain Yogurt,DEHP,-0.06605460431778076
19,KIND Dark Chocolate Nuts & Sea Salt Bar,DEHP,-0.791969155184336
20,Fairlife Core Power Elite 42g High Protein Shake Vanilla,DEHP,0.8224804802111876
21,Fairlife Core Power Elite 42g High Protein Shake Vanilla,DEHP,0.8224804802111876
22,Fairlife Core Power Elite 42g High Protein Shake Vanilla,DEHP,0.8224804802111876
23,Fairlife Core Power 26g Protein Shake Strawberry Banana,DEHP,0.8224804802111876
24,Fairlife Core Power 26g Protein Shake Vanilla,DEHP,0.8224804802111876
27,Costco Seasoned Rotisserie Chicken,DEHP,-0.24924761513025825
29,Unfiltered Tap Water - Y Combinator (30sec after start),DEHP,0.35715063991211377
30,Unfiltered Tap Water - Fort Mason (30sec after start),DEHP,0.35715063991211377
31,Unfiltered Tap Water - Hayes Valley (30sec after start),DEHP,0.35715063991211377
32,Pier 39 Farmer's Market Strawberries,DEHP,-0.6959642618173691
33,Butter Chicken - SF Indian Restaurant,DEHP,2.5682021126595025
35,Blue Bottle Medium Roast Black Coffee from SF Ferry Building,DEHP,-0.1047504541952827
36,Blue Bottle Medium Roast Black Coffee from SF Hayes Valley,DEHP,0.31306676030483305
37,Boudin Sourdough Bread,DEHP,-0.8928722573965562
38,Unfiltered Tap Water - PlasticList Office (30sec after start),DEHP,0.35715063991211377
39,Brita Filtered Tap Water - Brita Pitcher 1 (directly after filtering),DEHP,0.35715063991211377
40,Brita Filtered Tap Water - Brita Pitcher (after 1hr),DEHP,0.35715063991211377
41,Brita Filtered Tap Water - Munchkin Cup (after 1hr),DEHP,0.35715063991211377
42,Brita Filtered Tap Water - Solo Cup (after 1hr),DEHP,0.35715063991211377
43,Brita Filtered Tap Water - Nalgene Bottle (after 1hr),DEHP,0.35715063991211377
44,Brita Filtered Tap Water - Hydro Flask (after 1hr),DEHP,0.35715063991211377
45,Brita Filtered Tap Water - Brita Pitcher 2 (directly after filtering),DEHP,0.35715063991211377
46,Jamba Juice Fruit Smoothie with Soymilk Acai Berries and Sherbet,DEHP,0.4306237725909149
47,Blue Bottle Medium Roast Black Coffee from Palo Alto,DEHP,-0.22083800382778848
48,Starbucks Medium Roast Black Coffee from Palo Alto,DEHP,-0.22083800382778848
49,Verve Medium Roast Black Coffee from Palo Alto,DEHP,-0.22083800382778848
50,Boba Guys Black Tea Juice,DEHP,0.4306237725909149
51,Boba Guys Black Tea Pearls,DEHP,-0.26492188343506917
52,Boba Guys Fruity Flavored Tea,DEHP,0.4306237725909149
53,SF Ocean Water,DEHP,0.35715063991211377
54,Unfiltered Tap Water - Hayes Valley (30sec after start),DEHP,0.35715063991211377
55,Unfiltered Tap Water - Hayes Valley (0sec after start),DEHP,0.35715063991211377
56,Unfiltered Tap Water - Fort Mason (0sec after start),DEHP,0.35715063991211377
57,Unfiltered Tap Water - Fort Mason (30sec after start),DEHP,0.35715063991211377
58,Unfiltered Tap Water - Y Combinator (30sec after start),DEHP,0.35715063991211377
59,Unfiltered Tap Water - Y Combinator (0sec after start),DEHP,0.35715063991211377
60,LaCroix Sparkling Water Pure,DEHP,0.4306237725909149
61,LaCroix Sparkling Water Pamplemousse,DEHP,0.4306237725909149
62,Guayaki Organic Yerba Mate Bluephoria,DEHP,0.4306237725909149
63,Whole Foods Organic Pasta Spaghetti,DEHP,-1.0525538657518172
64,Clover Whole Milk in Whole Gallon Jug,DEHP,-0.20614337729202825
65,Clover Whole Milk in Half Gallon Carton,DEHP,-0.20614337729202825
66,Happy Baby Baby Food Organic Carrot in Glass,DEHP,-0.44076758097966656
67,Almond Breeze Original Almond Milk Unsweetened in Carton,DEHP,-0.20614337729202825
68,Whole Foods Organic Boneless Beef Ribeye Steak Grass Fed,DEHP,-0.5240371313489744
69,Pier 39 Farmer's Market Strawberries,DEHP,-0.6959642618173691
70,Chobani Greek Yogurt Nonfat Plain,DEHP,0.6094083954426643
71,Straus Organic Whole Milk European Style Plain Yogurt,DEHP,0.20040795686400467
72,Chobani Whole Milk Plain Greek Yogurt,DEHP,0.3253122824179666
73,Butter Chicken - SF Indian Restaurant,DEHP,2.3565994905445553
74,Butter Chicken - SF Indian Restaurant - Takeout Container (45min),DEHP,2.8503389421460987
75,KIND Dark Chocolate Nuts & Sea Salt Bar,DEHP,-0.6959642618173691
76,Whole Foods Boneless Skinless Chicken Breast,DEHP,-0.619552203831416
77,Whole Foods Boneless Skinless Chicken Breast,DEHP,2.364926445581486
78,Whole Foods Boneless Skinless Chicken Breast,DEHP,0.35715063991211377
79,Blue Bottle Medium Roast Black Coffee from SF Hayes Valley,DEHP,-0.22083800382778848
80,Tartine Medium Roast Black Coffee,DEHP,-0.22083800382778848
81,Blue Bottle Medium Roast Black Coffee from SF Ferry Building,DEHP,-0.058707291049900655
82,Boudin Sourdough Bread,DEHP,-1.0368795974470064
83,Tartine Sourdough Bread,DEHP,-1.0682281340566282
84,Whole Foods Sourdough Bread,DEHP,-0.37856032864494826
85,Whole Foods Sourdough Bread,DEHP,-0.5980000849123009
86,Whole Foods Sourdough Bread,DEHP,-0.8174398411796536
87,Breast Milk from Milk Bank Mature Grade,DEHP,-0.19046910898721733
88,Breast Milk from Milk Bank Hospital Grade,DEHP,-0.6371857556743282
89,Whole Foods Organic Long Grain White Rice,DEHP,1.042899878247591
90,Whole Foods Organic Creamy Peanut Butter Unsweetened Unsalted,DEHP,-0.2845147188160828
91,Philz Medium Roast Black Coffee from Palo Alto,DEHP,1.6365627902923041
92,Ghirardelli Intense Dark 72% Cacao Dark Chocolate in Paper,DEHP,0.8126840625206808
93,Ghirardelli Intense Dark 72% Cacao Dark Chocolate in Paper,DEHP,0.9694267455687898
94,Good & Gather Granulated Sugar,DEHP,-1.3425278293908192
95,Ritz Crackers Original,DEHP,-1.256319353714359
96,Nature Made Prenatal Folic Acid + DHA Supplement,DEHP,-0.4559520283999521
97,Jamba Juice Fruit Smoothie with Soymilk Acai Berries and Sherbet,DEHP,1.6992598635115477
98,Red Bull Energy Drink Original,DEHP,1.1555586816884194
99,Celsius Sparkling Drink Wildberry,DEHP,0.7930912271396672
100,Celsius Sparkling Orange,DEHP,0.4306237725909149
101,Celsius Sparkling Drink Kiwi Guava,DEHP,0.4306237725909149
102,Coca-Cola Original,DEHP,0.9743249544140432
103,Coca-Cola Zero,DEHP,1.1555586816884194
104,Coca-Cola Diet,DEHP,0.7930912271396672
105,Colgate Cavity Protection Fluoride Toothpaste Regular Flavor,DEHP,-1.3606512021182566
106,Colgate 360 Extra Soft Toothbrush for Sensitive Teeth,DEHP,-1.234767234795244
107,Whole Foods Organic Pasta Spaghetti,DEHP,-0.8605440790178837
108,Enfamil Neuro Pro 587g Infant Formula (Tub),DEHP,0.01917422958962855
109,Big Tech Campus Dining Meal,DEHP,1.172212591762281
110,Big Tech Campus Dining Meal,DEHP,0.9400374924972694
111,Big Tech Campus Dining Meal,DEHP,0.9400374924972694
112,Starbucks Medium Roast Black Coffee from Palo Alto,DEHP,0.47568729396724624
113,Verve Medium Roast Black Coffee from Palo Alto,DEHP,0.7078623932322579
114,Blue Bottle Medium Roast Black Coffee from Palo Alto,DEHP,0.8239499428647636
115,Boba Guys Black Tea Pearls,DEHP,-0.6371857556743282
116,Boba Guys Black Tea Juice,DEHP,1.3367924089627956
117,Boba Guys Fruity Flavored Tea,DEHP,0.7930912271396672
118,Whole Foods Sourdough Bread,DEHP,-0.7547427679604101
119,Whole Foods Organic Long Grain White Rice,DEHP,-1.095168282705522
120,Annie's Organic Classic Cheddar Mac and Cheese,DEHP,-0.7904996925307599
121,Raw Cow Milk from Farm in Glass,DEHP,0.1465276595662172
122,Clover Organic Whole Milk in Half Gallon Carton,DEHP,-0.20614337729202825
123,Whole Foods Boneless Beef Ribeye Steak Pasture Raised,DEHP,-0.7571918723830368
124,Whole Foods Organic Boneless Beef Ribeye Steak Grass Fed,DEHP,-0.42411367090580493
125,Driscoll's Non-Organic Strawberries,DEHP,-0.6959642618173691
126,Good Farms Organic Strawberries,DEHP,-0.6959642618173691
130,Whole Foods Boneless Skinless Chicken Breast,DEHP,-0.8331141094844646
131,Whole Foods Boneless Skinless Chicken Breast,DEHP,-0.7233942313507882
132,Whole Foods Organic Boneless Skinless Chicken Breast,DEHP,-0.7782541704176263
133,Whole Foods Organic Boneless Skinless Chicken Breast,DEHP,-0.6136743532171118
134,Whole Foods Mozzarella String Cheese Low-Moisture Part-Skim,DEHP,-1.2034186981856223
135,Fiji Natural Artesian Water,DEHP,1.5743555379575858
136,Mountain Valley Spring Water,DEHP,0.8788098819316018
137,Tylenol Acetaminophen Extra Strength Coated,DEHP,-1.3469362173515471
138,Tylenol Acetaminophen Extra Strength Uncoated,DEHP,-1.3484056800051232
139,Liquid IV Hydration Multiplier Electrolyte Drink Mix Strawberry,DEHP,-0.66853429228395
140,KIND Dark Chocolate Nuts & Sea Salt Bar,DEHP,-0.7743356033414237
141,KIND Dark Chocolate Nuts & Sea Salt Bar,DEHP,-0.8331141094844646
142,KIND Dark Chocolate Nuts & Sea Salt Bar,DEHP,-0.7939284387224373
143,Fairlife Core Power 26g Protein Shake Chocolate,DEHP,2.144996868429608
144,Fairlife Core Power 26g Protein Shake Vanilla,DEHP,1.704158072356801
145,Amy's Black Bean Vegetable Burrito After Microwave,DEHP,-0.4657484460904589
146,Burger King Chicken Nuggets,DEHP,-0.01805215763429736
147,Burger King Chicken Nuggets,DEHP,0.4051530865955972
148,Burger King Chicken Nuggets,DEHP,1.110495160312088
155,Chick-fil-A Deluxe Sandwich,DEHP,2.6108165296132073
158,Chick-fil-A Market Salad,DEHP,0.2151025833997649
159,Chick-fil-A Market Salad,DEHP,0.37478419175502603
160,Chick-fil-A Market Salad,DEHP,0.2151025833997649
161,Chick-fil-A Nuggets,DEHP,0.264084671852299
162,Chick-fil-A Nuggets,DEHP,0.4521758915100299
163,Chick-fil-A Nuggets,DEHP,0.35813028168116445
165,Chick-fil-A Vanilla Shake,DEHP,0.6216539175557978
166,Chick-fil-A Vanilla Shake,DEHP,0.6216539175557978
167,Dominos MeatZZa Pizza,DEHP,1.0693502060119593
168,Dominos MeatZZa Pizza,DEHP,0.5927544853688027
169,Dominos MeatZZa Pizza,DEHP,0.5927544853688027
170,Dominos Pacific Veggie Pizza,DEHP,0.38849917652173555
171,Dominos Pacific Veggie Pizza,DEHP,0.3204140735727132
172,Dominos Pacific Veggie Pizza,DEHP,0.6608395883178251
173,Dominos Ultimate Pepperoni Pizza,DEHP,0.45658427947075797
174,Dominos Ultimate Pepperoni Pizza,DEHP,0.6608395883178251
175,Dominos Ultimate Pepperoni Pizza,DEHP,0.6608395883178251
176,McDonald's Chicken McNuggets,DEHP,0.17003906202343352
177,McDonald's Chicken McNuggets,DEHP,-0.58232581660749
178,McDonald's Chicken McNuggets,DEHP,-0.8644626460940864
179,McDonald's Quarter Pounder with Cheese,DEHP,1.4876572413966005
180,McDonald's Quarter Pounder with Cheese,DEHP,1.4876572413966005
181,McDonald's Quarter Pounder with Cheese,DEHP,1.5866010600707194
182,McDonald's Vanilla Shake,DEHP,0.8224804802111876
183,McDonald's Vanilla Shake,DEHP,0.8224804802111876
184,McDonald's Vanilla Shake,DEHP,0.8224804802111876
185,Subway Chocolate Chip Cookie,DEHP,1.2633192762839944
186,Subway Chocolate Chip Cookie,DEHP,1.9245774703932046
187,Subway Chocolate Chip Cookie,DEHP,1.9245774703932046
188,Subway Sub Grilled Chicken 6 Inch,DEHP,1.129108353924051
189,Subway Sub Grilled Chicken 6 Inch,DEHP,0.6725952895464333
190,Subway Sub Grilled Chicken 6 Inch,DEHP,1.699749684396073
194,Taco Bell Big Cheez-It Crunchwrap Supreme,DEHP,0.6250826637474752
195,Taco Bell Big Cheez-It Crunchwrap Supreme,DEHP,0.7431294969180824
196,Taco Bell Big Cheez-It Crunchwrap Supreme,DEHP,1.5694573291123324
198,Taco Bell Cantina Chicken Burrito,DEHP,1.0972699964299037
199,Taco Bell Cantina Chicken Burrito,DEHP,1.4514104959417253
200,Taco Bell Cantina Chicken Crispy Taco,DEHP,-0.03274678417005759
201,Taco Bell Cantina Chicken Crispy Taco,DEHP,-0.58232581660749
202,Taco Bell Cantina Chicken Crispy Taco,DEHP,-0.28255543527798144
203,Wendy's Crispy Chicken Nuggets,DEHP,-0.253166182206461
204,Wendy's Crispy Chicken Nuggets,DEHP,0.21706186693786625
205,Wendy's Crispy Chicken Nuggets,DEHP,-0.253166182206461
208,Wendy's Dave's Single with Cheese,DEHP,2.5368535760498805
209,Wendy's Chocolate Frosty,DEHP,0.8224804802111876
210,Wendy's Chocolate Frosty,DEHP,0.8224804802111876
211,Wendy's Chocolate Frosty,DEHP,1.042899878247591
212,Taco Bell Baja Blast,DEHP,0.9743249544140432
213,Taco Bell Baja Blast,DEHP,1.1555586816884194
214,Taco Bell Baja Blast,DEHP,0.9743249544140432
215,Fiji Natural Artesian Water,DEHP,0.35715063991211377
216,Brita Filtered Tap Water - Solo Cup (after 1hr),DEHP,0.35715063991211377
217,Brita Filtered Tap Water - Nalgene Bottle (after 1hr),DEHP,0.35715063991211377
218,Brita Filtered Tap Water - Hydro Flask (after 1hr),DEHP,0.35715063991211377
219,Unfiltered Tap Water - PlasticList Office (30sec after start),DEHP,0.35715063991211377
220,Brita Filtered Tap Water - Brita Pitcher 1 (directly after filtering),DEHP,0.35715063991211377
221,Brita Filtered Tap Water - Brita Pitcher (after 1hr),DEHP,0.35715063991211377
222,Brita Filtered Tap Water - Munchkin Cup (after 1hr),DEHP,0.35715063991211377
223,Brita Filtered Tap Water - Brita Pitcher 2 (directly after filtering),DEHP,0.35715063991211377
224,Fiji Water - Car on Sunny Day (1hr),DEHP,0.35715063991211377
225,Fiji Water - Car on Sunny Day (1hr),DEHP,0.35715063991211377
226,Fiji Water - Car on Sunny Day (1hr),DEHP,0.35715063991211377
227,Tylenol Acetaminophen Extra Strength Coated,DEHP,-1.2837493232477781
228,Nature Made Prenatal Folic Acid + DHA Supplement,DEHP,1.3725493335331453
229,Tylenol Acetaminophen Extra Strength Uncoated,DEHP,-1.2837493232477781
230,One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid,DEHP,2.458482234525826
232,One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid,DEHP,2.9776923721226876
233,Optimum Nutrition Gold Standard 100% Whey Double Rich Chocolate,DEHP,-1.0731263429018816
234,Optimum Nutrition Gold Standard 100% Whey Double Rich Chocolate,DEHP,-1.043737089830361
235,Optimum Nutrition Gold Standard 100% Whey Double Rich Chocolate,DEHP,-1.0584317163661214
236,Sunwarrior Active Creatine Monohydrate Unflavored,DEHP,-1.3327314117003122
237,Emergen C 1000mg Vitamin C Immune Support Fizzy Drink Mix Orange,DEHP,-1.1260269984306184
238,Emergen C 1000mg Vitamin C Immune Support Fizzy Drink Mix Orange,DEHP,-1.2494618613310042
239,Liquid IV Hydration Multiplier Electrolyte Drink Mix Strawberry,DEHP,-0.8252769753320591
240,Guayaki Organic Yerba Mate Bluephoria,DEHP,0.4306237725909149
241,Coca-Cola Original,DEHP,1.1555586816884194
242,Coca-Cola Diet,DEHP,0.4306237725909149
243,Coca-Cola Diet,DEHP,0.4306237725909149
244,Coca-Cola Diet,DEHP,0.4306237725909149
245,Coca-Cola Zero,DEHP,1.1555586816884194
246,Celsius Sparkling Orange,DEHP,1.1555586816884194
247,Celsius Sparkling Drink Kiwi Guava,DEHP,0.4306237725909149
248,Gatorade Thirst Quencher Cool Blue,DEHP,0.590305380946176
249,Gatorade Thirst Quencher Cool Blue,DEHP,0.590305380946176
250,Gatorade Thirst Quencher Cool Blue,DEHP,0.590305380946176
251,Jamba Juice Fruit Smoothie with Soymilk Acai Berries and Sherbet,DEHP,1.880493590785924
252,Colgate 360 Extra Soft Toothbrush for Sensitive Teeth,DEHP,-1.234767234795244
253,Whole Foods Organic Creamy Peanut Butter Unsweetened Unsalted,DEHP,-1.0212053291421954
254,PB2 Foods Peanut Butter Powdered,DEHP,-1.1333743116984984
255,PB2 Foods Peanut Butter Powdered,DEHP,-1.1652126691926457
256,Kraft Mac & Cheese Before Microwave,DEHP,-1.0388388809851077
257,Kraft Mac & Cheese Before Microwave,DEHP,-1.0045514190683338
258,Kraft Mac & Cheese Before Microwave,DEHP,-1.0388388809851077
259,Annie's Organic Classic Cheddar Mac and Cheese,DEHP,-0.8948315409346576
260,Annie's Organic Classic Cheddar Mac and Cheese,DEHP,-0.7904996925307599
261,Enfamil Neuro Pro 587g Infant Formula (Can),DEHP,-0.30410755419709645
262,Enfamil Neuro Pro 587g Infant Formula (Can),DEHP,-0.30410755419709645
263,Enfamil Neuro Pro 587g Infant Formula (Can),DEHP,-0.30410755419709645
264,Whole Foods Organic Broccoli,DEHP,-0.9506711217705464
265,Whole Foods Non-Organic Broccoli,DEHP,-0.7782541704176263
266,Whole Foods Non-Organic Broccoli,DEHP,-0.9506711217705464
267,Clover Organic Whole Milk in Whole Gallon Jug,DEHP,-0.20614337729202825
268,Clover Whole Milk in Whole Gallon Jug,DEHP,-0.20614337729202825
269,Clover Organic Whole Milk in Half Gallon Carton,DEHP,1.2045407701409534
270,Clover Whole Milk in Whole Gallon Jug,DEHP,-0.20614337729202825
271,Clover Organic Whole Milk in Whole Gallon Jug,DEHP,-0.20614337729202825
272,Gerber Baby Food Banana in Glass,DEHP,-0.8282159006392111
273,Gerber Natural for Baby Wonderfoods Banana Blueberry Pouch,DEHP,-0.7028217542007239
274,Gerber Natural for Baby Wonderfoods Banana Blueberry Pouch,DEHP,-0.6058372190647064
275,Gerber Natural for Baby Wonderfoods Banana Blueberry Pouch,DEHP,-0.5573449514966977
276,Almond Breeze Original Almond Milk Unsweetened in Carton,DEHP,1.3220977824270352
277,Oatly Oatmilk Full Fat Chilled in Carton,DEHP,1.2045407701409534
278,Oatly Oatmilk Full Fat Chilled in Carton,DEHP,-0.20614337729202825
279,Driscoll's Non-Organic Strawberries,DEHP,-0.6959642618173691
280,Good Farms Organic Strawberries,DEHP,-0.6959642618173691
281,Pier 39 Farmer's Market Strawberries,DEHP,-0.6959642618173691
282,Chobani Whole Milk Plain Greek Yogurt,DEHP,-0.5490179964597669
283,Chobani Greek Yogurt Nonfat Plain,DEHP,-0.646982173364835
284,Straus Organic Whole Milk Plain Greek Yogurt,DEHP,-0.5490179964597669
285,Straus Organic Whole Milk Plain Greek Yogurt,DEHP,-0.5490179964597669
286,Straus Organic Whole Milk European Style Plain Yogurt,DEHP,-0.5490179964597669
287,Trader Joe's Frozen Butter Chicken with Basmati Rice After Microwave,DEHP,0.525649024188831
288,Trader Joe's Frozen Butter Chicken with Basmati Rice After Microwave,DEHP,0.525649024188831
289,Trader Joe's Frozen Butter Chicken with Basmati Rice After Microwave,DEHP,1.2192353966767138
290,Trader Joe's Frozen Butter Chicken with Basmati Rice Before Microwave,DEHP,2.433011548530508
291,Trader Joe's Frozen Butter Chicken with Basmati Rice Before Microwave,DEHP,2.606408141652479
292,Trader Joe's Frozen Butter Chicken with Basmati Rice Before Microwave,DEHP,2.2596149554085376
295,Fairlife Core Power 26g Protein Shake Chocolate,DEHP,1.2633192762839944
296,Fairlife Core Power 26g Protein Shake Chocolate,DEHP,1.704158072356801
297,Fairlife Core Power 26g Protein Shake Strawberry Banana,DEHP,0.8224804802111876
298,Fairlife Core Power 26g Protein Shake Strawberry Banana,DEHP,0.8224804802111876
299,Fairlife Core Power Elite 42g High Protein Shake Vanilla,DEHP,2.8062550625388183
300,Fairlife Core Power Elite 42g High Protein Shake Vanilla,DEHP,1.2633192762839944
301,Fairlife Core Power Elite 42g High Protein Shake Strawberry,DEHP,0.8224804802111876
302,Fairlife Core Power Elite 42g High Protein Shake Strawberry,DEHP,0.8224804802111876
303,Fairlife Core Power Elite 42g High Protein Shake Strawberry,DEHP,1.9245774703932046
304,Fairlife Core Power 26g Protein Shake Vanilla,DEHP,0.8224804802111876
305,Costco Seasoned Rotisserie Chicken,DEHP,0.07550363131004274
306,Boba Guys Black Tea Juice,DEHP,0.4306237725909149
307,Boba Guys Black Tea Pearls,DEHP,-0.6371857556743282
308,Boba Guys Fruity Flavored Tea,DEHP,1.6992598635115477
309,Whole Foods Sourdough Bread,DEHP,-1.0682281340566282
310,Ghirardelli Intense Dark 72% Cacao Dark Chocolate in Plastic,DEHP,-0.01805215763429736
311,Ghirardelli Intense Dark 72% Cacao Dark Chocolate in Plastic,DEHP,-0.03372642593910827
312,Ben & Jerry's Phish Food Ice Cream,DEHP,0.7896624809479897
313,Ben & Jerry's Phish Food Ice Cream,DEHP,-0.12091454338461895
314,Ben & Jerry's Vanilla Ice Cream,DEHP,0.7896624809479897
315,Ben & Jerry's Vanilla Ice Cream,DEHP,0.439440548512371
316,Ben & Jerry's Vanilla Ice Cream,DEHP,-0.6812696352816089
317,Ben & Jerry's Vanilla Ice Cream,DEHP,-0.6812696352816089
318,Impossible Impossible Meat Patty,DEHP,-0.385417821028303
319,Good & Gather Powdered Milk Instant Nonfat Dry,DEHP,-1.2014594146475208
320,Good & Gather Powdered Milk Instant Nonfat Dry,DEHP,-1.269054696712018
321,Nestle Nescafe Instant Coffee Powder,DEHP,-0.15716128883949418
322,Nestle Nescafe Instant Coffee Powder,DEHP,-1.0878209694376417
323,Nestle Nescafe Instant Coffee Powder,DEHP,-0.4020717311021646
324,Good & Gather Granulated Sugar,DEHP,-1.3425278293908192
325,Good & Gather Granulated Sugar,DEHP,-1.3425278293908192
326,Ritz Crackers Original,DEHP,-1.240645085409548
327,Ghirardelli Sweet Ground Powder Chocolate & Cocoa,DEHP,-1.2323181303726174
328,Ghirardelli Sweet Ground Powder Chocolate & Cocoa,DEHP,-1.2837493232477781
329,Whole Foods Mozzarella String Cheese Low-Moisture Part-Skim,DEHP,-1.2445636524857508
330,Whole Foods Mozzarella String Cheese Low-Moisture Part-Skim,DEHP,-1.2445636524857508
331,Amy's Black Bean Vegetable Burrito Before Microwave,DEHP,-0.4657484460904589
332,Shake Shack Chicken Bites,DEHP,-0.01805215763429736
333,Shake Shack Chicken Bites,DEHP,-0.01805215763429736
334,Shake Shack Chicken Bites,DEHP,-0.20614337729202825
338,Shake Shack Vanilla Shake,DEHP,0.8224804802111876
339,Shake Shack Vanilla Shake,DEHP,0.8224804802111876
340,Shake Shack Vanilla Shake,DEHP,0.8224804802111876
341,Starbucks Birthday Cake Pop,DEHP,-1.065289208749476
342,Starbucks Birthday Cake Pop,DEHP,-0.9908364343016244
343,Starbucks Birthday Cake Pop,DEHP,-0.9908364343016244
344,Starbucks Chocolate Croissant Warmed,DEHP,-0.12777203576797372
345,Starbucks Chocolate Croissant Warmed,DEHP,-0.4412574018641919
346,Starbucks Chocolate Croissant Warmed,DEHP,-0.48044307262621916
347,Starbucks Spinach Feta Wrap Warmed,DEHP,0.331679953916796
350,Starbucks Sausage Cheddar Egg Breakfast Sandwich Warmed,DEHP,-0.5357928325775827
351,Starbucks Sausage Cheddar Egg Breakfast Sandwich Warmed,DEHP,-0.5357928325775827
352,Starbucks Sausage Cheddar Egg Breakfast Sandwich Warmed,DEHP,-0.22818531709566858
353,Starbucks Bacon Gruyere Egg Bites Warmed,DEHP,-0.6812696352816089
354,Starbucks Bacon Gruyere Egg Bites Warmed,DEHP,-0.2355326303635487
355,Starbucks Bacon Gruyere Egg Bites Warmed,DEHP,-0.299209345351843
356,Starbucks Matcha Latte,DEHP,2.7866622271578043
359,Starbucks Strawberry Acai Refresher,DEHP,2.6054284998834283
360,Starbucks Strawberry Acai Refresher,DEHP,1.3367924089627956
361,Starbucks Strawberry Acai Refresher,DEHP,2.0617273180603
363,Starbucks Caramel Frappuccino,DEHP,0.7930912271396672
364,Starbucks Caramel Frappuccino,DEHP,2.4241947726090523
366,Starbucks Nitro Cold Brew,DEHP,2.7866622271578043
372,Wild Planet Albacore Wild Tuna,DEHP,0.8440325991303026
373,Wild Planet Albacore Wild Tuna,DEHP,-0.4079495817164687
374,Whole Foods Bananas,DEHP,-0.8037248564129441
375,Whole Foods Organic Bananas,DEHP,-0.8037248564129441
376,Whole Foods Organic Bananas,DEHP,-0.8037248564129441
377,Whole Foods Blueberries,DEHP,-0.3530896426496305
378,Whole Foods Lettuce,DEHP,-1.1514976844259361
379,Whole Foods Lettuce,DEHP,-1.1514976844259361
380,Whole Foods Lettuce,DEHP,-1.1514976844259361
381,Whole Foods Tomatoes,DEHP,-0.47799396820359247
382,Whole Foods Tomatoes,DEHP,-0.7792338121866771
383,Whole Foods Tomatoes,DEHP,-0.7792338121866771
384,Whole Foods Organic Broccoli,DEHP,-0.9506711217705464
385,Whole Foods Organic Bananas,DEHP,-0.8037248564129441
386,Whole Foods Bananas,DEHP,-0.8037248564129441
387,Whole Foods Blueberries,DEHP,-0.6959642618173691
388,Whole Foods Bananas,DEHP,-0.8037248564129441
389,Whole Foods Blueberries,DEHP,-0.2845147188160828
390,Unfiltered Tap Water - PlasticList Office (30sec after start),DEHP,0.35715063991211377
391,Brita Filtered Tap Water - Nalgene Bottle (after 1hr),DEHP,0.35715063991211377
392,Brita Filtered Tap Water - Brita Pitcher (after 1hr),DEHP,0.35715063991211377
393,Brita Filtered Tap Water - Hydro Flask (after 1hr),DEHP,0.35715063991211377
394,Brita Filtered Tap Water - Munchkin Cup (after 1hr),DEHP,0.35715063991211377
395,Brita Filtered Tap Water - Solo Cup (after 1hr),DEHP,0.35715063991211377
396,Brita Filtered Tap Water - Brita Pitcher 2 (directly after filtering),DEHP,0.35715063991211377
397,Brita Filtered Tap Water - Brita Pitcher 1 (directly after filtering),DEHP,0.35715063991211377
398,Kraft Mac & Cheese After Microwave,DEHP,-1.0388388809851077
399,Kraft Mac & Cheese After Microwave,DEHP,-1.0388388809851077
400,Kraft Mac & Cheese After Microwave,DEHP,-1.0388388809851077
401,Straus Organic Whole Milk in Glass,DEHP,-0.08858636500594645
402,Boneless Beef Ribeye Steak from Local Butcher,DEHP,-0.9653657483063066
403,Boneless Beef Ribeye Steak from Local Butcher,DEHP,-0.9653657483063066
404,Boneless Beef Ribeye Steak from Local Butcher,DEHP,-0.9653657483063066
405,Amy's Black Bean Vegetable Burrito Before Microwave,DEHP,2.865033568681859
406,Amy's Black Bean Vegetable Burrito After Microwave,DEHP,-0.38247889572115096
407,Amy's Black Bean Vegetable Burrito Before Microwave,DEHP,-0.5490179964597669
408,Amy's Black Bean Vegetable Burrito After Microwave,DEHP,-0.21593979498253507
409,Nespresso Medium Roast Black Capsule Coffee,DEHP,0.35959974433474046
